id,name,surname,party,alliance,political_stance,isMilletvekili,bsky_handle,did,verified,displayName
482,Ali,Bozan,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,Kürt Siyaseti Sol Muhalif,True,alibozan.bsky.social,did:plc:oa2lh5br7zki2akpn4hoato2,True,Ali Bozan
476,Nureddin,Nebati,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,nureddinnebati.bsky.social,did:plc:bw3zfspzvatszzr4eqxsowb5,True,DR.Nureddin Nebati🇹🇷
280,Sırrı Süreyya,Önder,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,Kürt Siyaseti Sol Muhalif,True,sirrisureyyaondr34.bsky.social,did:plc:wvhrd7fes75yd7zsjwy5ppzw,True,Sırrı Süreyya Önder
439,Hasan,Ekici,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,hasanekici.bsky.social,did:plc:b35hanmwhinj3mdb3etl72dx,True,Hasan Ekici
274,Suat,Özçağdaş,Bağımsız,,Bağımsız / Belirtilmemiş,True,suatozcagdas.bsky.social,did:plc:5s5gfrz7g4a7pbjfc635ycaw,True,Suat Özçağdaş
77,Kemal,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,mustafakemalcelik.bsky.social,did:plc:oun5p6fnu6bkpaaab3kl2y4o,True,Mustafa Kemal Çelik
102,Ömer,Karakaş,İYİ Parti,Millet İttifakı,Merkez Sağ Milliyetçi Muhalif,True,xkaw.bsky.social,did:plc:xl3dwdcxm4qhwqjepbbhq34o,True,Ömer Karakaş
101,Ömer,Özmen,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,omerozmen.bsky.social,did:plc:ixtlrl4rac7fv5qmaie652ek,True,Ömer Özmen
97,Süleyman,Bülbül,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,avsbulbul.bsky.social,did:plc:drb5rmz4lluqqcxwloozasbh,True,Süleyman Bülbül 
93,Faruk,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,farukcelik30.bsky.social,did:plc:fh3m2sgcy3bn5czjfmjtph2r,True,Faruk ÇELİK
89,Aykut,Kaya,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,aykut-kaya.bsky.social,did:plc:jrgjc3mebdmduinwkuun2k2u,True,Aykut Kaya
88,Uğur,Poyraz,İYİ Parti,Millet İttifakı,Merkez Sağ Milliyetçi Muhalif,True,ugur-poyraz.bsky.social,did:plc:petefein6bgiw53jnwzmdowh,True,UĞUR POYRAZ
85,Mustafa,Erdem,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,erdemkusdil.bsky.social,did:plc:rsc2cmakwfer6crbgqwbwfuw,True,Mustafa Erdem Kusdil
79,İbrahim Ethem,Taş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,ethemtas.bsky.social,did:plc:vbhyhlfwspffkrhs3idrezew,True,Av. İbrahim Ethem Taş
78,Atay,Uslu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,atayuslu.bsky.social,did:plc:f74z6xoy2ezmda4pfr7agqm2,True,Atay USLU
75,Mustafa,Köse,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,kosemustafa.bsky.social,did:plc:nd56ojfvsaqg3w4s6zfx6356,True,Mustafa Köse
108,Serkan,Sarı,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,zerqan.bsky.social,did:plc:zm5flkc3ihl6dwmzkmeyjt45,True,Serkan Sarı 
73,Yaşar,Yıldırım,Milliyetçi Hareket Partisi,Cumhur İttifakı,Milliyetçi İktidar,True,yasaryildirimfk.bsky.social,did:plc:hcnhjm2plmhyjo6ojjdbgulg,True,Yaşar Yıldırım
70,Aylin,Yaman,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,draylinyaman.bsky.social,did:plc:jetls6t6m5ufktajhvi5a43x,True,Aylin Yaman
58,İdris,Şahin,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,idrissahin.bsky.social,did:plc:yb4olyjnh2jwfyo5sfsj2bnn,True,🇹🇷 İdris Şahin
27,Sırrı,Sakık,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,Kürt Siyaseti Sol Muhalif,True,ssakik.bsky.social,did:plc:7zh64kjdaqwaoj7qt2zr2urf,True,Sırrı Sakık
26,Hakan Şeref,Olgun,İYİ Parti,Millet İttifakı,Merkez Sağ Milliyetçi Muhalif,True,hakanseref.bsky.social,did:plc:sk6rzpkki4rvu3kjx6g3wpap,True,Hakan Şeref OLGUN
23,Hasan,Arslan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,nhba.bsky.social,did:plc:l5sgqhie6oh4v3442om76s3l,True,HASAN ARSLAN
21,Ali,Özkaya,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,ali58ali.bsky.social,did:plc:tklmasdrcsxevduncnneclky,True,Ali Özkaya
20,Abdurrahman,Tutdere,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,avtutdere.bsky.social,did:plc:birblrylmmkszhk2wnbjkfmq,True,Av. Abdurrahman Tutdere
271,Cemal,Enginyurt,Bağımsız,,Bağımsız / Belirtilmemiş,True,cenginyurt52.bsky.social,did:plc:mcesusgjmfs65xefa22hnhe2,True,Cemal Enginyurt
103,İsmail,Ok,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,ismailok01.bsky.social,did:plc:s7fnigzmhwnksdms72vv6hy6,True,İsmail ok
10,Ayhan,Barut,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,ayhanbarut.bsky.social,did:plc:ygtz4vqruwcddvgd6cc6o5jf,True,Ayhan Barut
113,Aysu,Bankoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,aysubankoglu.bsky.social,did:plc:b5aoytnqumy4fr2x76uo5muj,True,Aysu Bankoğlu
184,Ercan,Öztürk,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,kercanozturk.bsky.social,did:plc:pmc4idmcdbobkcxjg2hewm67,True,Ercan Öztürk
269,Elif,Esen,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,elifesen.bsky.social,did:plc:nthplu4pp4y3kgkdmii5k3x5,True,Elif Esen
263,Oğuz Kaan,Salıcı,Cumhuriyet Halk Partisi,Millet İttifakı,Sosyal Demokrat / Kemalist Muhalif,True,oguzkaans.bsky.social,did:plc:rx3uj5nzvo3ucc7nc6mx5stb,True,Oğuz Kaan Salıcı
231,Onur,Düşünmez,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,Kürt Siyaseti Sol Muhalif,True,demonur.bsky.social,did:plc:cbxbodpotrdjkxdsjinxchbh,True,Av. Onur Düşünmez
209,Abdulhamit,Gül,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,abdulhamitgulen.bsky.social,did:plc:dsa2mv4o2geekkfqwxz3p6cc,True,Abdülhamit 
206,Fatih,Dönmez,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,zigguheat.bsky.social,did:plc:pnjdl4nhsrehyjwr6rh7kbip,True,Fatih dönmez
202,Meral,Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,Kürt Siyaseti Sol Muhalif,True,avmeraldanisbestas.bsky.social,did:plc:rbcbueq63ak5gevv4g4blop2,True,Meral Danış Beştaş
201,Kamil,Aydın,Milliyetçi Hareket Partisi,Cumhur İttifakı,Milliyetçi İktidar,True,kamilaydin.bsky.social,did:plc:gauac6quhqgwkcm3zxebsfow,True,Kamil Aydın
199,Mehmet Emin,Öz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,Muhafazakar İktidar,True,mehmeteminozs17.bsky.social,did:plc:ufpbh6rjv5y6fvotxvmmuljx,True,Mehmet Emin Özaslan
270,Hasan,Karal,Yeni Yol,Millet İttifakı,Sosyalist Muhalif,True,karahilal53.bsky.social,did:plc:q7hfugaunvliy35omdcvteb5,True,Hasan KARAL
